,Track,Artist,Release Date,Spotify Playlist Count 2023,Spotify Chart Counts 2023,Streams 2023,Apple Music Playlist Count 2023,Apple Music Chart Counts 2023,Deezer Playlist Count 2023,Deezer Chart Counts 2023,Shazam Chart Counts 2023,Bpm,Key,Mode,Danceability %,Valence %,Energy %,Acousticness %,Instrumentalness %,Liveness %,Speechiness %
301,"Arc��ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",3/22/2023,654,3,100409613.0,11,3,18,1,1.0,124.0,B,Minor,72.0,79.0,78.0,55.0,0.0,15.0,30.0
302,DOGTOOTH,"Tyler, The Creator",3/27/2023,1479,0,80758350.0,23,0,18,0,33.0,78.0,G#,Major,71.0,80.0,65.0,51.0,0.0,22.0,32.0
303,10:35,"Ti��sto, Tate M",11/1/2022,4942,26,325592432.0,190,104,147,18,63.0,120.0,G#,Major,70.0,70.0,79.0,7.0,0.0,18.0,10.0
304,SORRY NOT SORRY,"Tyler, The Creator",3/31/2023,709,0,58473276.0,8,1,13,0,0.0,96.0,F#,Minor,48.0,50.0,80.0,40.0,0.0,37.0,20.0
305,HAPPY,NF,3/25/2023,660,0,52722996.0,22,7,11,0,78.0,106.0,G,Major,73.0,22.0,86.0,31.0,0.0,12.0,4.0
306,La Bebe,Yng Lvcas,12/24/2021,489,17,191945597.0,4,11,5,1,2.0,170.0,D,Minor,78.0,75.0,46.0,62.0,0.0,12.0,35.0
307,I Know - PR1SVX Edit,"Kanii, PR1ISVX",3/24/2023,407,0,77377503.0,16,15,5,0,1.0,134.0,B,Minor,67.0,11.0,76.0,8.0,47.0,30.0,7.0
308,Late Night Talking,Harry Styles,5/20/2022,7461,8,743693613.0,166,42,199,16,58.0,115.0,A#,Major,71.0,90.0,73.0,30.0,0.0,11.0,5.0
309,Le�,Mar��lia Mendo,12/9/2022,993,4,267789608.0,30,84,88,1,28.0,130.0,F#,Major,74.0,79.0,87.0,45.0,0.0,30.0,3.0
310,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",3/20/2020,9161,5,1221813483.0,240,98,468,3,10.0,118.0,,Major,65.0,63.0,79.0,3.0,0.0,10.0,3.0
311,Something in the Orange,Zach Bryan,4/22/2022,3282,12,449701773.0,67,84,46,16,117.0,110.0,G,Major,59.0,22.0,38.0,42.0,0.0,12.0,3.0
312,VOID,Melanie Martinez,3/29/2023,596,0,67070410.0,29,9,12,0,52.0,100.0,A,Major,72.0,42.0,66.0,18.0,4.0,19.0,4.0
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",3/14/2023,320,6,116334601.0,5,48,2,1,9.0,142.0,G,Minor,70.0,76.0,79.0,26.0,0.0,11.0,7.0
314,Midnight Rain,Taylor Swift,10/21/2022,2612,4,433356509.0,19,29,21,0,0.0,140.0,,Major,64.0,18.0,37.0,72.0,0.0,12.0,7.0
315,If We Ever Broke Up,Mae Stephens,2/10/2023,2040,4,165584767.0,81,27,66,9,444.0,116.0,G,Major,90.0,96.0,73.0,62.0,0.0,9.0,4.0
316,You Proof,Morgan Wallen,5/13/2022,2128,9,367814306.0,37,88,9,0,14.0,120.0,A,Major,73.0,64.0,85.0,25.0,0.0,61.0,3.0
317,LA INOCENTE,"Feid, Mora",4/1/2022,2598,37,477033549.0,28,57,43,8,85.0,92.0,F,Minor,76.0,46.0,79.0,31.0,0.0,7.0,6.0
318,Malas Decisiones,Kenia OS,10/26/2022,542,2,156214700.0,23,2,21,0,0.0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0
319,Murder In My Mind,Kordhell,1/21/2022,2459,20,448843705.0,20,68,50,0,22.0,120.0,A#,Major,71.0,57.0,97.0,1.0,0.0,13.0,11.0
320,Gangsta's Paradise,"Coolio, L.V.",7/11/1995,10624,17,1357608774.0,21,0,386,0,8.5,80.0,G#,Major,63.0,40.0,61.0,9.0,0.0,56.0,6.0
321,CAIRO,"Karol G, Ovy On The Drums",11/13/2022,2418,26,294352144.0,52,66,55,1,16.0,115.0,F,Minor,95.0,43.0,69.0,47.0,0.0,9.0,31.0
322,I Love You So,The Walters,11/28/2014,7536,7,972164968.0,44,19,135,0,6.0,76.0,A#,Major,58.0,46.0,67.0,65.0,0.0,13.0,4.0
323,Dark Red,Steve Lacy,2/20/2017,10431,7,920045682.0,71,53,181,0,10.0,172.0,F#,Major,60.0,77.0,78.0,45.0,0.0,12.0,6.0
324,Say You Won't Let Go,James Arthur,9/9/2016,15722,16,2420461338.0,231,37,1509,0,13.0,99.0,A#,Major,40.0,45.0,56.0,69.0,0.0,9.0,5.0
325,The Hills,The Weeknd,5/27/2015,25744,4,1947371785.0,122,94,1992,0,18.0,136.0,,Minor,36.0,12.0,57.0,9.0,0.0,14.0,8.0
326,Heart To Heart,Mac DeMarco,5/10/2019,1640,0,244658767.0,27,27,29,1,1.0,150.0,G#,Minor,90.0,64.0,14.0,67.0,35.0,11.0,10.0
327,Peaches (from The Super Mario Bros. Movie),Jack Black,4/7/2023,34,0,68216992.0,0,0,0,0,0.0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0
328,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",12/15/2022,1845,16,223582566.0,20,8,30,2,0.0,95.0,C#,Major,77.0,72.0,87.0,17.0,0.0,7.0,5.0
329,LOKERA,"Brray, Rauw Alejandro, Lyanno",7/25/2022,3301,30,471819764.0,72,64,64,6,3.0,102.0,B,Minor,83.0,58.0,83.0,21.0,0.0,10.0,5.0
330,Low,SZA,12/9/2022,1911,0,272377463.0,23,71,14,0,9.0,145.0,,Minor,70.0,34.0,55.0,43.0,0.0,16.0,6.0
331,Numb,Linkin Park,3/24/2003,20111,5,1361425037.0,39,0,7341,0,0.0,110.0,A,Major,50.0,24.0,86.0,0.0,0.0,64.0,4.0
332,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2/24/2023,1529,0,149778242.0,32,18,39,2,0.0,95.0,,Major,64.0,30.0,77.0,46.0,0.0,38.0,6.0
333,on the street (with J. Cole),"j-hope, J. Cole",3/3/2023,615,2,116599790.0,22,82,8,0,9.0,94.0,B,Minor,68.0,81.0,82.0,53.0,0.0,9.0,13.0
334,One Thing At A Time,Morgan Wallen,12/2/2022,811,4,148469433.0,11,58,5,0,21.0,142.0,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0
335,Miss You,"Robin Schulz, Oliver Tree",8/5/2022,5730,10,497225336.0,108,16,197,3,165.0,145.0,F#,Minor,59.0,20.0,74.0,1.0,0.0,15.0,5.0
336,Ain���t Tha,Morgan Wallen,3/3/2023,356,4,88791109.0,4,20,0,0,0.0,121.0,F#,Minor,64.0,67.0,80.0,0.0,0.0,36.0,3.0
337,Thinkin��� B,Morgan Wallen,3/3/2023,604,6,125917280.0,22,101,0,0,66.0,140.0,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0
338,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",2/23/2023,1190,0,105062254.0,29,3,18,0,19.0,137.0,C#,Minor,84.0,44.0,67.0,8.0,0.0,11.0,6.0
339,Everything I Love,Morgan Wallen,1/31/2023,579,0,95623148.0,11,54,0,0,103.0,104.0,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0
340,Heaven,Niall Horan,2/17/2023,1553,2,144584800.0,61,6,48,0,150.0,92.0,F,Major,57.0,68.0,76.0,7.0,0.0,33.0,3.0
341,LET GO,Central Cee,12/15/2022,2301,20,298063749.0,49,23,110,0,8.0,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0
342,Sial,Mahalini,1/23/2023,134,4,166570053.0,4,6,0,0,23.0,120.0,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0
343,I Wrote The Book,Morgan Wallen,1/31/2023,430,0,83021468.0,15,17,0,0,0.0,144.0,D,Major,68.0,83.0,81.0,9.0,0.0,8.0,4.0
344,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",11/5/2022,86,0,139836056.0,11,101,0,0,48.0,94.0,A,Major,59.0,44.0,56.0,80.0,0.0,6.0,3.0
346,PLAYA DEL INGL�,"Myke Towers, Quevedo",12/15/2022,1701,15,221409663.0,30,15,34,2,47.0,113.0,G,Minor,79.0,66.0,74.0,8.0,0.0,11.0,5.0
347,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",3/3/2023,329,0,58890931.0,14,35,1,0,0.0,148.0,E,Major,50.0,49.0,76.0,12.0,0.0,12.0,3.0
348,Red Ruby Da Sleeze,Nicki Minaj,3/3/2023,1168,0,81419389.0,45,11,20,0,21.0,98.0,C#,Major,70.0,29.0,73.0,12.0,0.0,11.0,26.0
349,Kahani Suno 2.0,Kaifi Khalil,5/31/2022,162,6,156777415.0,1,10,1,0,1.0,140.0,B,Major,58.0,26.0,38.0,91.0,0.0,10.0,4.0
350,Nobody Gets Me,SZA,12/9/2022,2536,6,284908316.0,59,100,58,13,2.0,100.0,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0
351,PERO T,"Karol G, Quevedo",2/23/2023,387,11,93438910.0,11,15,14,3,1.0,140.0,F#,Major,86.0,68.0,79.0,39.0,0.0,11.0,29.0
352,Hype Boy,NewJeans,8/1/2022,892,17,363472647.0,20,119,12,2,7.0,100.0,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0
353,Bloody Mary,Lady Gaga,1/1/2011,3909,0,372476382.0,66,26,277,3,734.0,100.0,A,Minor,59.0,49.0,65.0,2.0,0.0,13.0,3.0
354,Monoton�,"Ozuna, Shakira",10/19/2022,3645,15,380726517.0,118,34,150,4,19.0,132.0,,Minor,87.0,82.0,70.0,42.0,0.0,21.0,5.0
355,98 Braves,Morgan Wallen,3/3/2023,282,0,56533272.0,6,15,0,0,0.0,142.0,D,Major,49.0,48.0,67.0,10.0,0.0,26.0,3.0
356,WANDA,Quevedo,1/20/2023,888,22,175399345.0,11,24,7,1,7.0,176.0,E,Minor,72.0,96.0,63.0,25.0,0.0,21.0,7.0
357,Thought You Should Know,Morgan Wallen,5/6/2022,968,4,203221468.0,16,53,1,0,61.0,140.0,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0
358,In The End,Linkin Park,10/24/2000,25065,6,1624165576.0,63,0,6808,2,0.0,105.0,D#,Minor,55.0,40.0,90.0,1.0,0.0,32.0,6.0
359,Zona De Perigo,Leo Santana,12/8/2022,531,4,134294498.0,20,1,71,2,0.0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0
360,Lovezinho,Treyce,7/28/2022,242,0,70069745.0,12,2,13,0,4.0,128.0,E,Minor,82.0,61.0,59.0,30.0,0.0,12.0,4.0
361,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",6/3/2022,5281,14,609293408.0,94,21,80,15,38.0,101.0,F,Major,74.0,43.0,69.0,12.0,0.0,12.0,7.0
362,Neverita,Bad Bunny,5/6/2022,2590,30,671365962.0,20,64,35,6,0.0,122.0,A#,Major,88.0,43.0,50.0,7.0,0.0,14.0,5.0
363,Vista Al Mar,Quevedo,9/8/2022,1769,34,362361576.0,16,19,21,3,4.0,105.0,,Minor,76.0,49.0,56.0,80.0,12.0,10.0,13.0
364,Sem Alian��a no ,"MC Xenon, Os Gemeos da Putaria",12/23/2022,454,4,93587665.0,6,1,21,0,1.0,83.0,C#,Major,53.0,40.0,36.0,73.0,0.0,11.0,33.0
365,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",9/3/2021,6180,7,1223481149.0,122,88,580,21,10.0,77.0,B,Minor,72.0,59.0,76.0,24.0,0.0,42.0,28.0
366,Revenge,XXXTENTACION,8/25/2017,3600,11,1022258230.0,7,0,203,0,2.0,140.0,B,Minor,75.0,18.0,25.0,78.0,0.0,11.0,26.0
367,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",11/3/2022,1254,6,263453310.0,26,69,73,2,6.0,158.0,C#,Major,65.0,72.0,95.0,31.0,0.0,92.0,5.0
368,LA CANCI�,"J Balvin, Bad Bunny",6/28/2019,6398,31,1435127549.0,177,109,305,3,5.0,176.0,G,Major,75.0,43.0,65.0,15.0,0.0,11.0,32.0
369,Qu�� Ago,"Yuridia, Angela Aguilar",10/20/2022,660,15,236857112.0,19,59,18,5,52.0,98.0,B,Major,73.0,88.0,57.0,56.0,0.0,5.0,2.0
370,Love Again,The Kid Laroi,1/27/2023,1283,0,147538971.0,57,4,48,0,0.0,107.0,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0
371,After Hours,The Weeknd,2/19/2020,8084,6,698086140.0,45,115,218,1,221.0,109.0,F,Minor,66.0,16.0,57.0,10.0,1.0,12.0,3.0
372,About Damn Time,Lizzo,7/15/2022,2332,2,723894473.0,0,0,25,0,0.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
373,Born With A Beer In My Hand,Morgan Wallen,3/3/2023,203,0,34450974.0,5,9,0,0,0.0,148.0,,Major,53.0,61.0,81.0,5.0,0.0,36.0,4.0
375,Besos Moja2,"Wisin & Yandel, ROSAL�",9/29/2022,2460,13,309483971.0,53,7,56,3,1.0,94.0,F,Minor,74.0,64.0,73.0,6.0,0.0,10.0,6.0
376,Maan Meri Jaan,King,10/12/2022,288,6,319566866.0,11,80,1,0,8.0,96.0,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0
377,Moscow Mule,Bad Bunny,5/6/2022,4572,33,909001996.0,74,113,85,9,2.0,100.0,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,3.0
378,My Universe,"Coldplay, BTS",9/24/2021,6127,13,1061966512.0,0,0,0,0,0.0,105.0,A,Major,58.0,42.0,68.0,1.0,0.0,14.0,4.0
379,Devil Don���,Morgan Wallen,3/3/2023,166,0,32526947.0,2,10,0,0,0.0,125.0,,Major,53.0,32.0,66.0,38.0,0.0,9.0,3.0
380,LLYLM,ROSAL�,1/27/2023,1838,0,124988687.0,105,41,114,1,59.0,170.0,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0
381,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",1/27/2023,1890,0,103787664.0,86,1,49,0,9.0,115.0,,Major,70.0,84.0,90.0,17.0,0.0,41.0,6.0
382,TRUSTFALL,P!nk,1/27/2023,2098,16,134255790.0,88,24,101,7,451.0,122.0,G#,Major,64.0,25.0,89.0,0.0,0.0,15.0,9.0
383,ANTIFRAGILE,LE SSERAFIM,10/17/2022,761,12,301051721.0,23,95,11,0,3.0,105.0,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0
384,Boy's a liar,PinkPantheress,11/30/2022,1225,0,156338624.0,27,0,28,13,0.0,133.0,F,Major,66.0,74.0,84.0,25.0,0.0,21.0,4.0
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",1/13/2023,415,2,152850295.0,15,40,21,1,15.0,100.0,,Major,79.0,60.0,68.0,7.0,0.0,26.0,4.0
386,Shirt,SZA,10/28/2022,3469,0,309653982.0,71,95,31,0,2.0,120.0,D#,Minor,82.0,55.0,45.0,15.0,3.0,9.0,10.0
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,10/28/2022,3311,0,297328960.0,129,31,212,1,41.0,177.0,A,Major,25.0,17.0,30.0,90.0,0.0,13.0,3.0
388,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,9/22/2022,2616,0,332506354.0,113,17,208,0,192.0,142.0,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,5.0
389,"Sex, Drugs, Etc.",Beach Weather,11/4/2016,3006,16,480507035.0,47,60,87,12,124.0,144.0,E,Minor,57.0,47.0,84.0,1.0,1.0,52.0,4.0
390,Boy With Luv (feat. Halsey),"Halsey, BTS",4/12/2019,4260,0,1065580332.0,113,92,259,0,1.0,120.0,B,Minor,65.0,80.0,86.0,9.0,0.0,19.0,10.0
391,"Hey, Mickey!",Baby Tate,9/27/2016,482,0,122763672.0,9,1,12,4,3.0,135.0,D,Major,92.0,73.0,51.0,55.0,0.0,15.0,6.0
392,Calm Down,R�,2/9/2022,4013,10,445763624.0,107,44,750,22,27.0,107.0,B,Major,81.0,82.0,78.0,38.0,0.0,12.0,4.0
393,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",12/22/2022,138,4,1365184.0,13,78,2,0,0.0,105.0,G,Major,82.0,62.0,74.0,10.0,0.0,33.0,7.0
394,Escapism. - Sped Up,"RAYE, 070 Shake",11/25/2022,1368,0,184308753.0,12,1,11,0,8.0,108.0,F#,Minor,44.0,38.0,77.0,9.0,0.0,9.0,20.0
395,Space Song,Beach House,1/1/2015,17852,4,789753877.0,69,76,335,0,40.0,147.0,,Minor,51.0,62.0,79.0,22.0,13.0,14.0,3.0
396,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",11/20/2022,889,20,323358833.0,11,78,35,0,21.0,115.0,,Major,71.0,34.0,88.0,16.0,0.0,44.0,4.0
397,Te Felicito,"Shakira, Rauw Alejandro",4/21/2022,4796,9,606361689.0,124,66,212,13,1.0,174.0,F,Major,70.0,57.0,64.0,23.0,0.0,8.0,32.0
398,Mu��,"Steve Aoki, Tini, La Joaqui",1/12/2023,658,6,120972253.0,33,7,53,2,0.0,90.0,A#,Minor,68.0,83.0,71.0,3.0,0.0,31.0,8.0
399,TV,Billie Eilish,7/21/2022,3009,2,338564981.0,68,89,65,0,25.0,141.0,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0
400,I'm Not The Only One,Sam Smith,1/1/2014,17492,3,1606986953.0,136,24,1959,0,30.0,82.0,F,Major,68.0,50.0,49.0,56.0,0.0,8.0,4.0
401,Heather,Conan Gray,3/20/2020,6170,7,1301799902.0,82,1,231,0,2.0,92.0,F,Major,47.0,25.0,43.0,62.0,0.0,32.0,3.0
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",12/12/2022,130,4,140187018.0,21,79,2,0,0.0,116.0,G#,Minor,77.0,65.0,80.0,6.0,0.0,15.0,4.0
403,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",6/2/2017,27705,10,1897517891.0,537,122,2726,6,66.0,124.0,A,Minor,79.0,59.0,86.0,4.0,0.0,8.0,11.0
404,Sugar Rush Ride,TOMORROW X TOGETHER,1/27/2023,359,0,107642809.0,12,56,13,0,13.0,125.0,A#,Minor,71.0,83.0,89.0,1.0,0.0,17.0,9.0
405,Pink Venom,BLACKPINK,8/19/2022,1963,16,551305895.0,57,119,77,1,13.0,90.0,,Major,80.0,71.0,69.0,2.0,0.0,27.0,10.0
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",4/27/2022,5491,14,556585270.0,128,84,75,0,35.0,83.0,C#,Major,46.0,34.0,64.0,31.0,0.0,7.0,34.0
407,Don't Start Now,Dua Lipa,10/31/2019,27119,0,2303033973.0,532,77,1535,3,8.0,124.0,B,Minor,79.0,68.0,79.0,1.0,0.0,10.0,8.0
408,After Dark,Mr.Kitty,8/8/2014,1776,14,646886885.0,1,9,3,0,0.0,140.0,G#,Major,58.0,4.0,60.0,7.0,41.0,8.0,3.0
409,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",9/16/2022,1473,4,222612678.0,27,64,66,1,4.0,154.0,,Major,64.0,61.0,91.0,15.0,0.0,72.0,4.0
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",7/23/2021,13315,0,1814349763.0,300,47,690,0,23.5,150.0,D#,Minor,74.0,89.0,70.0,2.0,0.0,5.0,6.0
411,MIDDLE OF THE NIGHT,Elley Duh,1/10/2020,4057,8,872137015.0,78,21,240,1,52.0,186.0,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0
412,Atlantis,Seafret,4/22/2015,3045,6,571386359.0,43,53,134,1,32.0,166.0,G#,Minor,40.0,23.0,48.0,5.0,0.0,12.0,3.0
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",9/22/2022,3006,12,304079786.0,54,32,66,2,0.0,107.0,,Major,87.0,20.0,83.0,0.0,4.0,31.0,9.0
414,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",9/9/2022,852,0,174006928.0,14,1,50,0,0.0,87.0,G,Major,87.0,52.0,52.0,31.0,0.0,28.0,24.0
415,How Do I Say Goodbye,Dean Lewis,8/5/2022,2163,15,284785823.0,72,97,58,0,154.0,82.0,G#,Major,40.0,39.0,64.0,21.0,0.0,7.0,7.0
416,Blind,SZA,12/9/2022,1484,0,163284000.0,22,51,12,0,0.0,114.0,A,Minor,46.0,60.0,28.0,91.0,0.0,21.0,4.0
417,Die For You,Joji,11/4/2022,1703,0,246390068.0,38,45,36,16,0.0,148.0,G#,Major,47.0,15.0,52.0,38.0,13.0,29.0,5.0
418,Doja,Central Cee,7/20/2022,4169,44,482257456.0,57,44,183,1,11.0,140.0,F#,Major,91.0,97.0,57.0,38.0,0.0,40.0,29.0
419,Gatita,Bellakath,10/3/2022,1054,0,168684524.0,9,0,15,0,1.0,101.0,G,Major,90.0,76.0,81.0,15.0,24.0,33.0,6.0
420,Rumble,"Skrillex, Flowdan, Fred again..",1/17/2022,2849,0,78489819.0,39,45,27,0,1.0,140.0,C#,Minor,81.0,6.0,84.0,5.0,23.0,6.0,6.0
421,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",12/2/2022,1602,0,195516622.0,12,22,12,0,2.0,88.0,G,Minor,49.0,24.0,66.0,19.0,0.0,18.0,29.0
422,Yonaguni,Bad Bunny,6/4/2021,9644,28,1260594497.0,120,86,164,4,0.0,180.0,C#,Major,64.0,44.0,65.0,28.0,0.0,14.0,12.0
423,Super Freaky Girl,Nicki Minaj,8/12/2022,4827,0,428685680.0,104,17,76,9,2.0,133.0,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0
424,Running Up That Hill (A Deal With God),Kate Bush,9/16/1985,21811,0,1024858327.0,117,1,676,3,0.0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0
425,Dream On,Aerosmith,1/5/1973,168,0,838586769.0,0,0,5,0,0.0,80.0,F,Minor,39.0,24.0,43.0,39.0,0.0,23.0,3.0
426,Limbo,Freddie Dredd,8/11/2022,688,0,199386237.0,14,1,17,0,2.0,75.0,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0
427,Where Are You Now,"Lost Frequencies, Calum Scott",7/30/2021,10565,44,972509632.0,238,122,557,17,58.0,121.0,F#,Minor,67.0,26.0,64.0,52.0,0.0,17.0,10.0
428,WORTH NOTHING,"Twisted, Oliver Tree",9/28/2022,1612,0,213438580.0,34,54,34,0,2.0,140.0,D,Minor,58.0,17.0,62.0,18.0,0.0,20.0,8.0
429,Bad Habits,Ed Sheeran,9/3/2020,12755,8,1555511105.0,344,97,945,15,52.5,126.0,B,Minor,81.0,59.0,90.0,5.0,0.0,36.0,3.0
430,KICK BACK,Kenshi Yonezu,10/12/2022,574,4,210038833.0,38,101,26,0,0.0,102.0,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0
431,Evergreen (You Didn���t Deserve Me A,Omar Apollo,4/8/2022,2499,0,227918678.0,70,0,49,0,0.0,82.0,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0
432,Good Days,SZA,12/24/2020,10426,2,826623384.0,133,109,182,1,10.0,121.0,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0
433,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",3/27/2020,15894,8,1802514301.0,198,13,544,0,60.0,103.0,F#,Minor,70.0,92.0,83.0,1.0,0.0,7.0,6.0
434,Woman,Doja Cat,6/25/2021,9424,0,1329090101.0,202,50,463,4,25.0,108.0,F,Minor,82.0,88.0,76.0,9.0,0.0,12.0,9.0
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,9/14/2022,713,7,181831132.0,2,4,6,0,0.0,85.0,F,Minor,65.0,36.0,47.0,31.0,0.0,12.0,10.0
436,Ferrari,"James Hype, Miggy Dela Rosa",3/14/2022,7758,28,462791599.0,173,79,175,0,168.0,125.0,C#,Minor,84.0,70.0,69.0,1.0,0.0,5.0,5.0
437,"You're On Your Own, Kid",Taylor Swift,10/21/2022,2537,2,348647203.0,8,18,20,0,1.0,120.0,D,Major,69.0,40.0,39.0,41.0,0.0,13.0,6.0
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",7/17/2022,292,6,366599607.0,26,98,4,0,0.0,94.0,,Major,58.0,44.0,57.0,57.0,0.0,10.0,3.0
439,Agudo M��gi,"Styrx, utku INC, Thezth",1/1/1930,323,0,90598517.0,4,0,14,0,0.0,130.0,F#,Minor,65.0,49.0,80.0,22.0,4.0,7.0,5.0
440,Payphone,"Maroon 5, Wiz Khalifa",1/1/2012,14143,4,1479264469.0,56,38,1891,1,21.0,110.0,E,Major,74.0,51.0,74.0,2.0,0.0,29.0,4.0
441,All I Want for Christmas Is You,Mariah Carey,10/28/1994,25653,0,1449779435.0,387,132,2094,0,66.0,150.0,G,Major,34.0,33.0,63.0,16.0,0.0,7.0,4.0
442,Last Christmas,Wham!,1/1/1984,22153,0,1159176109.0,274,111,1302,0,55.5,107.0,B,Minor,74.0,88.0,65.0,28.0,0.0,46.0,3.0
443,Rockin' Around The Christmas Tree,Brenda Lee,1/1/1958,14994,0,769213520.0,191,168,206,0,84.0,140.0,G#,Major,70.0,85.0,41.0,71.0,0.0,45.0,5.0
444,Jingle Bell Rock,Bobby Helms,1/1/1957,10326,0,741301563.0,165,99,104,0,49.5,119.0,D,Major,74.0,78.0,37.0,84.0,0.0,6.0,3.0
445,It's Beginning To Look A Lot Like Christmas,Michael Bubl,10/14/2011,12353,0,807561936.0,35,0,549,0,0.0,93.0,E,Major,35.0,38.0,23.0,91.0,0.0,29.0,3.0
446,Santa Tell Me,Ariana Grande,12/13/2013,9408,0,834129063.0,231,106,439,0,53.0,133.0,G,Major,46.0,53.0,63.0,5.0,0.0,30.0,18.0
447,It's the Most Wonderful Time of the Year,Andy Williams,10/14/1963,8879,0,663832097.0,182,107,160,0,1.0,202.0,G,Major,24.0,76.0,60.0,77.0,0.0,12.0,4.0
448,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,11/16/1959,6512,0,446390129.0,88,1,277,0,0.0,134.0,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0
449,Snowman,Sia,1/1/2017,5140,0,690104769.0,85,110,500,0,55.0,105.0,C#,Major,72.0,33.0,51.0,48.0,0.0,9.0,3.0
450,Underneath the Tree,Kelly Clarkson,10/25/2013,6596,0,485285717.0,144,99,251,0,0.0,160.0,G#,Major,51.0,69.0,81.0,0.0,0.0,21.0,5.0
451,Feliz Navidad,Jos�� Felic,11/1/1970,3788,0,520034544.0,21,3,10,0,0.0,148.0,D,Major,50.0,96.0,82.0,47.0,0.0,34.0,4.0
452,Holly Jolly Christmas,Michael Bubl,10/14/2011,7655,0,476244795.0,5,0,291,0,0.0,151.0,G,Major,65.0,70.0,47.0,87.0,0.0,9.0,4.0
453,Mistletoe,Justin Bieber,1/1/2011,9577,0,629173063.0,195,111,310,0,0.0,162.0,F#,Minor,67.0,88.0,54.0,51.0,0.0,9.0,4.0
